productcode,productname,productdescription,productweight,photourl,hideproduct
193938WAL-S5B,Hamlyn 5-piece Round Wood Counter Height Dining Set Cream and Walnut,"<p>This five-piece counter height dining set creates an elevated gathering spot with a round table and coordinated seating. The clean table silhouette and tall, streamlined base establish a refined focal point, while cushioned armless chairs add soft contrast and everyday comfort. Durable wood construction supports steady daily use across the set. Designed for casual meals and conversation, it brings warm modern character to kitchen dining areas and open living spaces.</p><p><b>Dimensions:</b> 43.25""w x 43.25""d x 36.25""h</p><ul><li>Cream fabric upholstery softens the look with supportive seats and backs</li><li>Durable wood construction and foam padding support everyday dining comfort</li><li>Footrest stretchers help support a comfortable and relaxed elevated seat</li><li>Walnut counter height dining set pairs a round table with cushioned chairs</li><li>Walnut finish gives the table and chair frames warm grounded character</li><li>Works well for kitchen gatherings casual meals and relaxed weekend brunches</li></ul>",84.62,/v/vspfiles/photos/coaster dining/193938WAL-S5B-1.jpg,N
193951BLK-S7F,Decker 7-piece 82-inch Rectangular Dining Set Black,"<p>Seven-piece rectangular dining set brings classic Windsor character to a clean-lined slab-top table for a balanced, grounded dining presence. The broad 82-inch surface and bold panel legs create a modern anchor, while high spindle-back chairs with curved crest rails and shaped seats keep the arrangement airy and timeless. Ash veneer over durable wood construction supports the composed silhouette, making the set well suited to daily meals, weekend hosting, and relaxed gathering in dining rooms and kitchens.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Ash veneer and durable wood construction support everyday dining and hosting</li><li>Black dining set pairs an 82-inch table with black Windsor side chairs</li><li>Curved crest rails and open spindles keep the chair profile airy and classic</li><li>Seven-piece layout blends clean structure with timeless dining room character</li><li>Shaped seats and angled legs reinforce the steady Windsor-inspired stance</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951BLK-S7F-1.jpg,N
193951WAL-S7F,Decker 7-piece 82-inch Rectangular Dining Set Walnut,"<p>Seven-piece rectangular dining set brings classic Windsor character to a clean-lined slab-top table for a balanced, grounded dining presence. The broad 82-inch surface and bold panel legs create a modern anchor, while high spindle-back chairs with curved crest rails and shaped seats keep the arrangement airy and timeless. Walnut veneer over durable wood construction supports the composed silhouette, making the set well suited to daily meals, weekend hosting, and relaxed gathering in dining rooms and kitchens.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Curved crest rails and open spindles keep the chair profile airy and classic</li><li>Seven-piece layout blends clean structure with timeless dining room character</li><li>Shaped seats and angled legs reinforce the steady Windsor-inspired stance</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Walnut dining set pairs an 82-inch table with walnut Windsor side chairs</li><li>Walnut veneer and durable wood construction support everyday dining and hosting</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951WAL-S7F-1.jpg,N
193951NAT-S7C,Decker 7-piece 82-inch Rectangular Dining Set Black and Natural Oak,"<p>Seven-piece rectangular dining set balances a bold slab-top table with streamlined upholstered seating for a clean, grounded dining presence. The broad 82-inch surface and crisp panel legs anchor the room, while black leatherette chairs with cushioned seats and supportive backs keep the arrangement tailored and easy to gather around. Ash veneer over durable wood construction adds warm contrast to the natural oak table, creating a composed setting for daily meals and weekend hosting.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Ash veneer and durable wood construction support everyday dining and hosting</li><li>Black leatherette seating adds crisp contrast and a clean tailored dining look</li><li>Cushioned seats and supportive backs keep the arrangement comfortable each day</li><li>Natural oak dining set pairs an 82-inch table with black upholstered side chairs</li><li>Seven-piece layout brings calm structure to open kitchens and dining rooms</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951NAT-S7C-1.jpg,N
193951BLK-S7C,Decker 7-piece 82-inch Rectangular Dining Set Black,"<p>Seven-piece rectangular dining set creates a clean, tailored look with a thick slab-top table and matching upholstered seating arranged in balanced proportion. The broad 82-inch surface and bold panel legs anchor the room, while black leatherette chairs with cushioned seats and supportive backs keep the profile streamlined and easy to gather around. Ash veneer over durable wood construction reinforces the grounded design, making the set well suited to daily meals, weekend hosting, and open dining spaces.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Ash veneer and durable wood construction support everyday dining and hosting</li><li>Black dining set pairs an 82-inch table with black upholstered side chairs</li><li>Black leatherette seating adds a clean tailored look with matching contrast</li><li>Cushioned seats and supportive backs keep the arrangement comfortable each day</li><li>Seven-piece layout brings calm structure to open kitchens and dining rooms</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951BLK-S7C-1.jpg,N
193951WAL-S7C,Decker 7-piece 82-inch Rectangular Dining Set Black and Walnut,"<p>Seven-piece rectangular dining set balances a bold slab-top table with streamlined upholstered seating for a warm, grounded dining presence. The broad 82-inch surface and crisp panel legs anchor the room, while black leatherette chairs with cushioned seats and supportive backs keep the arrangement tailored and easy to gather around. Walnut veneer over durable wood construction adds rich contrast to the full set, creating a composed setting for daily meals, weekend hosting, and open dining spaces.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Black leatherette seating adds crisp contrast and a clean tailored dining look</li><li>Cushioned seats and supportive backs keep the arrangement comfortable each day</li><li>Seven-piece layout brings calm structure to open kitchens and dining rooms</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Walnut dining set pairs an 82-inch table with black upholstered side chairs</li><li>Walnut veneer and durable wood construction support everyday dining and hosting</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951WAL-S7C-1.jpg,N
193951BLK-S7G,Decker 7-piece 82-inch Rectangular Dining Set Black,"<p>Seven-piece rectangular dining set combines a thick slab-top table with classic Windsor-style seating for a grounded, collected dining presence. The broad 82-inch surface and bold panel legs give the table clean architectural weight, while spindle-back chairs with contoured seats and angled legs bring airy structure and familiar character. Ash veneer over durable wood construction supports the full set, making it well suited to daily meals, weekend gatherings, and relaxed dining rooms with a farmhouse edge.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Angled legs with double stretchers reinforce a steady everyday dining stance</li><li>Ash veneer and durable wood construction support everyday dining and hosting</li><li>Black dining set pairs an 82-inch table with black Windsor side chairs</li><li>High spindle backs and contoured seats keep the chair profile airy and classic</li><li>Seven-piece layout adds farmhouse character to clean modern dining spaces</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951BLK-S7G-1.jpg,N
193951NAT-S7E,Decker 7-piece 82-inch Rectangular Dining Set Grey and Natural Oak,"<p>Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a calm, tailored dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while grey biscuit-tufted chairs with rounded corners and tapered legs add clean texture without visual heaviness. Ash veneer over durable wood construction brings warmth and support to the arrangement, making it well suited to everyday meals, weekend brunches, and easy entertaining.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Natural oak dining set pairs an 82-inch table with grey biscuit-tufted chairs</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Grey velvet seating adds soft texture and a tailored look around the table</li><li>Biscuit-tufted and tapered legs keep the chair profile clean and refined</li><li>Ash veneer and durable wood construction support everyday dining and hosting</li><li>Seven-piece layout brings calm contrast to dining rooms and open kitchens</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951NAT-S7E-1.jpg,N
193951BLK-S7E,Decker 7-piece 82-inch Rectangular Dining Set Grey and Black,"<p>Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a calm, tailored dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while grey biscuit-tufted chairs with rounded corners and tapered legs add clean texture and balanced contrast. Ash veneer over durable wood construction supports the composed silhouette, making the set well suited to everyday meals, weekend brunches, and easy entertaining in open dining spaces.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Black dining set pairs an 82-inch table with grey biscuit-tufted chairs</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Grey velvet seating adds soft texture and a tailored look around the table</li><li>Biscuit-tufted and tapered legs keep the chair profile clean and refined</li><li>Ash veneer and durable wood construction support everyday dining and hosting</li><li>Seven-piece layout brings calm contrast to dining rooms and open kitchens</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951BLK-S7E-1.jpg,N
193951WAL-S7E,Decker 7-piece 82-inch Rectangular Dining Set Grey and Walnut,"<p>Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a calm, tailored dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while grey biscuit-tufted chairs with rounded corners and tapered legs add clean texture and warm contrast. Walnut veneer over durable wood construction supports the composed silhouette, making the set well suited to everyday meals, weekend brunches, and easy entertaining in open dining spaces.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Walnut dining set pairs an 82-inch table with grey biscuit-tufted chairs</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Grey velvet seating adds soft texture and a tailored look around the table</li><li>Biscuit-tufted and tapered legs keep the chair profile clean and refined</li><li>Walnut veneer and durable wood construction support everyday dining and hosting</li><li>Seven-piece layout brings calm contrast to dining rooms and open kitchens</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951WAL-S7E-1.jpg,N
193951NAT-S7B,Decker 7-piece 82-inch Rectangular Dining Set Cream and Natural Oak,"<p>Seven-piece rectangular dining set brings clean structure and soft seating to everyday dining with a thick slab-top table and tailored upholstered chairs. The broad 82-inch surface and bold panel legs create a grounded anchor, while cream fabric seating, supportive backs, and stretcher-braced bases keep the arrangement calm and welcoming. Ash veneer over durable wood construction gives the set a warm, composed presence suited to family meals, brunches, and easy gathering.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Ash veneer and durable wood construction support everyday meals and gatherings</li><li>Cream upholstered seats soften the set with a calm, tailored dining profile</li><li>Natural oak dining set pairs an 82-inch table with cream upholstered side chairs</li><li>Seven-piece layout brings a collected look to dining rooms and open kitchens</li><li>Supportive backs and stretcher-braced bases keep the seating steady and composed</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951NAT-S7B-1.jpg,N
193951BLK-S7B,Decker 7-piece 82-inch Rectangular Dining Set Cream and Black,"<p>Seven-piece rectangular dining set brings crisp structure and soft seating to everyday dining with a thick slab-top table and tailored upholstered chairs. The broad 82-inch surface and bold panel legs create a grounded anchor, while cream fabric seating, supportive backs, and stretcher-braced bases keep the arrangement calm and inviting. Ash veneer over durable wood construction gives the set a clean, composed presence suited to family meals, brunches, and relaxed gathering in open dining spaces.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Seven-piece layout brings a collected look to dining rooms and open kitchens</li><li>Supportive backs and stretcher-braced bases keep the seating steady and composed</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Ash veneer and durable wood construction support everyday meals and gatherings</li><li>Black dining set pairs an 82-inch table with cream upholstered side chairs</li><li>Cream upholstered seats soften the set with a calm, tailored dining profile</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951BLK-S7B-1.jpg,N
193951WAL-S7B,Decker 7-piece 82-inch Rectangular Dining Set Cream and Walnut,"<p>Seven-piece rectangular dining set brings warm structure and soft seating to everyday dining with a thick slab-top table and tailored upholstered chairs. The broad 82-inch surface and bold panel legs create a grounded anchor, while cream fabric seating, supportive backs, and stretcher-braced bases keep the arrangement calm and welcoming. Walnut veneer over durable wood construction gives the set a rich, composed presence suited to family meals, brunches, and relaxed gathering in dining rooms and kitchens.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Cream upholstered seats soften the set with a calm, tailored dining profile</li><li>Seven-piece layout brings a collected look to dining rooms and open kitchens</li><li>Supportive backs and stretcher-braced bases keep the seating steady and composed</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Walnut dining set pairs an 82-inch table with cream upholstered side chairs</li><li>Walnut veneer and durable wood construction support everyday meals and gatherings</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951WAL-S7B-1.jpg,N
193951NAT-S7D,Decker 7-piece 82-inch Rectangular Dining Set Cream and Natural Oak,"<p>Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a tailored modern dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while cream biscuit-tufted chairs with rounded corners and tapered legs add quiet texture and clean definition. Ash veneer over durable wood construction balances warmth and support, making the set well suited to everyday meals, weekend brunches, and shared conversation.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Natural oak dining set pairs an 82-inch table with cream biscuit-tufted chairs</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Cream velvet seating adds soft texture and a tailored look around the table</li><li>Biscuit-tufted and tapered legs keep the chair profile clean and refined</li><li>Ash veneer and durable wood construction support everyday dining and hosting</li><li>Seven-piece layout brings warm contrast to dining rooms and open kitchens</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951NAT-S7D-1.jpg,N
193951BLK-S7D,Decker 7-piece 82-inch Rectangular Dining Set Cream and Black,"<p>Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a tailored modern dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while cream biscuit-tufted chairs with rounded corners and tapered legs add quiet texture and crisp contrast. Ash veneer over durable wood construction balances clean structure and lasting support, making the set well suited to everyday meals, weekend brunches, and easy entertaining.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Black dining set pairs an 82-inch table with cream biscuit-tufted chairs</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Seven-piece layout brings warm contrast to dining rooms and open kitchens</li><li>Cream velvet seating adds soft texture and a tailored look around the table</li><li>Biscuit-tufted and tapered legs keep the chair profile clean and refined</li><li>Ash veneer and durable wood construction support everyday dining and hosting</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951BLK-S7D-1.jpg,N
193951WAL-S7D,Decker 7-piece 82-inch Rectangular Dining Set Cream and Walnut,"<p>Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a tailored modern dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while cream biscuit-tufted chairs with rounded corners and tapered legs add quiet texture and warm contrast. Walnut veneer over durable wood construction balances richness and support, making the set well suited to everyday meals, weekend brunches, and easy entertaining.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Walnut dining set pairs an 82-inch table with cream biscuit-tufted chairs</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Cream velvet seating adds soft texture and a tailored look around the table</li><li>Biscuit-tufted and tapered legs keep the chair profile clean and refined</li><li>Walnut veneer and durable wood construction support everyday dining and hosting</li><li>Seven-piece layout brings warm contrast to dining rooms and open kitchens</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951WAL-S7D-1.jpg,N
193951NAT-S7A,Decker 7-piece 82-inch Rectangular Dining Set Wheat and Natural Oak,"<p>Seven-piece rectangular dining set creates a calm, grounded place for shared meals with a thick slab-top table and spindle-back seating in quiet balance. The broad 82-inch surface and bold panel legs anchor the room, while curved crest rails, slim spindles, and shaped seats keep the profile open and inviting. Ash veneer over durable wood construction pairs with wheat upholstery for a warm, composed look suited to everyday dining and gatherings.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Ash veneer and durable wood construction support everyday dining and hosting</li><li>Curved crest rails and slim spindles keep the seating light and visually open</li><li>Natural oak dining set pairs an 82-inch table with wheat spindle-back side chairs</li><li>Seven-piece layout suits family meals, weekend brunches, and holiday gatherings</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Wheat upholstered seats add soft contrast to the airy Windsor-inspired chair profile</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951NAT-S7A-1.jpg,N
193951BLK-S7A,Decker 7-piece 82-inch Rectangular Dining Set Wheat and Black,"<p>Seven-piece rectangular dining set creates crisp contrast with a thick slab-top table and spindle-back seating arranged in quiet balance. The broad 82-inch surface and bold panel legs anchor the room with clean structure, while curved crest rails, slim spindles, and shaped seats keep the chairs airy and welcoming. Ash veneer over durable wood construction pairs with wheat upholstery for a composed look that suits daily dining, weekend brunches, and easy gathering in open spaces.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Ash veneer and durable wood construction support everyday dining and hosting</li><li>Black dining set pairs an 82-inch table with wheat spindle-back side chairs</li><li>Curved crest rails and slim spindles keep the seating light and visually open</li><li>Seven-piece layout suits family meals, weekend brunches, and holiday gatherings</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Wheat upholstered seats add soft contrast to the airy Windsor-inspired chair profile</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951BLK-S7A-1.jpg,N
193951WAL-S7A,Decker 7-piece 82-inch Rectangular Dining Set Wheat and Walnut,"<p>Seven-piece rectangular dining set creates warm contrast with a thick slab-top table and spindle-back seating arranged in quiet balance. The broad 82-inch surface and bold panel legs anchor the room with clean structure, while curved crest rails, slim spindles, and shaped seats keep the chairs airy and welcoming. Walnut veneer over durable wood construction pairs with wheat upholstery for a composed look that suits daily dining, weekend brunches, and relaxed gathering in open spaces.</p><p><b>Dimensions:</b> 82""w x 35.5""d x 30""h</p><ul><li>Curved crest rails and slim spindles keep the seating light and visually open</li><li>Seven-piece layout suits family meals, weekend brunches, and holiday gatherings</li><li>Thick slab top and bold panel legs give the table a grounded modern presence</li><li>Walnut dining set pairs an 82-inch table with wheat spindle-back side chairs</li><li>Walnut veneer and durable wood construction support everyday dining and hosting</li><li>Wheat upholstered seats add soft contrast to the airy Windsor-inspired chair profile</li></ul>",141.34,/v/vspfiles/photos/coaster dining/193951WAL-S7A-1.jpg,N
193940NAT-S5C,Strouse 5-piece Dining Set Black and Natural Oak,"<p>Five-piece dining set pairs a sculptural round pedestal-style table with tailored seating that keeps the dining room clean and composed. The circular tabletop rests on an open panel base with architectural spacing, while the side chairs bring cushioned seats, supportive backs, and a streamlined armless profile. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam padding with smooth leatherette upholstery. The round layout supports easy conversation for daily dining, coffee, and casual gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with black leatherette chairs</li><li>Natural oak finish adds light wood warmth and contrast across the set</li><li>Supportive chair backs and cushioned seats keep everyday dining comfortable</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Black leatherette gives the set a clean tailored look with easy visual polish</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940NAT-S5C-1.jpg,N
193940BLK-S5C,Strouse 5-piece Dining Set Black,"<p>Five-piece dining set pairs a sculptural round pedestal-style table with tailored seating that keeps the dining room clean and composed. The circular tabletop rests on an open panel base with architectural spacing, while the side chairs bring cushioned seats, supportive backs, and a streamlined armless profile. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam padding with smooth leatherette upholstery. The round layout supports easy conversation for daily dining, coffee, and casual gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with black leatherette chairs</li><li>Black finish creates a bold unified look across the table and chair frames</li><li>Supportive chair backs and cushioned seats keep everyday dining comfortable</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Black leatherette gives the set a clean tailored look with easy visual polish</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940BLK-S5C-1.jpg,N
193940WAL-S5C,Strouse 5-piece Dining Set Black and Walnut,"<p>Five-piece dining set pairs a sculptural round pedestal-style table with tailored seating that keeps the dining room clean and composed. The circular tabletop rests on an open panel base with architectural spacing, while the side chairs bring cushioned seats, supportive backs, and a streamlined armless profile. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam padding with smooth leatherette upholstery. The round layout supports easy conversation for daily dining, coffee, and casual gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with black leatherette chairs</li><li>Walnut finish brings rich wood warmth and contrast across the full set</li><li>Supportive chair backs and cushioned seats keep everyday dining comfortable</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Walnut veneer, rubberwood, and engineered wood support dependable daily use</li><li>Black leatherette gives the set a clean tailored look with easy visual polish</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940WAL-S5C-1.jpg,N
193940BLK-S5G,Strouse 5-piece Dining Set Black,"<p>Five-piece dining set pairs a sculptural round pedestal-style table with Windsor-style seating for a relaxed farmhouse dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add tall spindle backs, gently contoured seats, and angled legs with double stretchers. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add rubberwood, plywood, and veneer construction. The round layout encourages easy conversation for everyday dining and casual gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with black Windsor chairs</li><li>Black finish creates a bold unified look across the table and side chairs</li><li>Tall spindle backs and curved seats bring classic farmhouse-inspired character</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Double stretchers reinforce the chairs with a grounded and steady profile</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940BLK-S5G-1.jpg,N
193940BLK-S5F,Strouse 5-piece Dining Set Black,"<p>Five-piece dining set pairs a sculptural round pedestal-style table with classic Windsor seating for a balanced dining room look. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add curved crest rails, slender spindles, and shaped wood seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring rubberwood and plywood construction with stretcher-braced support. The round layout encourages easy conversation for daily dining and casual gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with black Windsor chairs</li><li>Black finish creates a bold unified look across the table and side chairs</li><li>Curved crest rails and spindle backs bring airy classic detail to the set</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Shaped wood seats and stretcher bases keep the dining profile clean and steady</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940BLK-S5F-1.jpg,N
193940WAL-S5F,Strouse 5-piece Dining Set Walnut,"<p>Five-piece dining set pairs a sculptural round pedestal-style table with classic Windsor seating for a balanced dining room look. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add curved crest rails, slender spindles, and shaped wood seats. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs bring rubberwood and plywood construction with stretcher-braced support. The round layout encourages easy conversation for daily dining and casual gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Walnut veneer, rubberwood, and engineered wood support dependable daily use</li><li>Shaped wood seats and stretcher bases keep the dining profile clean and steady</li><li>Five-piece dining set pairs a round pedestal-style table with walnut Windsor chairs</li><li>Walnut finish adds rich wood warmth and depth across the full set</li><li>Curved crest rails and spindle backs bring airy classic detail to the set</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940WAL-S5F-1.jpg,N
193940NAT-S5E,Strouse 5-piece Dining Set Grey and Natural Oak,"<p>Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with grey velvet chairs</li><li>Natural oak finish adds light wood warmth to the sculptural dining profile</li><li>Biscuit-tufted chair backs bring tailored texture and a refined modern look</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Grey velvet seating gives the set soft texture and a calm tailored presence</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940NAT-S5E-1.jpg,N
193940BLK-S5E,Strouse 5-piece Dining Set Grey and Black,"<p>Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with grey velvet chairs</li><li>Black finish adds crisp contrast and grounded depth across the full set</li><li>Biscuit-tufted chair backs bring tailored texture and a refined modern look</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Grey velvet seating gives the set soft texture and a calm tailored presence</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940BLK-S5E-1.jpg,N
193940WAL-S5E,Strouse 5-piece Dining Set Grey and Walnut,"<p>Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with grey velvet chairs</li><li>Walnut finish adds rich wood warmth and depth across the full set</li><li>Biscuit-tufted chair backs bring tailored texture and a refined modern look</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Walnut veneer, rubberwood, and engineered wood support dependable daily use</li><li>Grey velvet seating gives the set soft texture and a calm tailored presence</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940WAL-S5E-1.jpg,N
193940NAT-S5B,Strouse 5-piece Dining Set Cream and Natural Oak,"<p>Five-piece dining set pairs a sculptural round pedestal-style table with tailored upholstered seating for a balanced dining room look. The circular tabletop rests on an open panel base that gives the table architectural depth, while the side chairs add cushioned seats and supportive backs with a clean armless profile. Ash veneer surfaces pair with rubberwood and engineered wood, while the chairs bring foam padding and polyester upholstery. Its round layout supports comfortable conversation for everyday dining and gathering.</p><p><b>Dimensions:</b> 47.25""w x 47.25""d x 30""h</p><ul><li>Five-piece dining set pairs a round pedestal-style table with cream upholstered chairs</li><li>Natural oak finish adds light wood character and warmth across the full set</li><li>Supportive chair backs and cushioned seats keep everyday dining comfortable</li><li>Round tabletop encourages easy conversation during meals and casual gatherings</li><li>Ash veneer, rubberwood, and engineered wood support dependable daily use</li><li>Cream upholstery brings a calm tailored look to the sculptural dining set</li></ul>",76.82,/v/vspfiles/photos/coaster dining/193940NAT-S5B-1.jpg,N
