ProductCode,ProductName,Category,PieceType,ColorOption,Description,Dimensions,WeightLbs,WeightSource,MainFeatures,ImageCount,MainImage,SourceUrl
193938BLK-S5B,Hamlyn 5-piece Round Wood Counter Height Dining Set Cream and Black,Dining Room Sets,Counter Height Dining Table,Black / Cream,"This five-piece counter height dining set creates an elevated gathering spot with a round table and coordinated seating. The clean table silhouette and tall, streamlined base establish a refined focal point, while cushioned armless chairs add soft contrast and everyday comfort. Durable wood construction supports steady daily use across the set. Designed for casual meals and conversation, it brings warm modern character to kitchen dining areas and open living spaces.","43.25""w x 43.25""d x 36.25""h",84.62,coasterfurniture.com listed,Black counter height dining set pairs a round table with cushioned armless chairs | Black finish gives the table and chair frames crisp contrast and steady presence | Cream fabric upholstery softens the look with supportive seats and backs | Durable wood construction and foam padding support everyday dining comfort | Footrest stretchers help support a comfortable and relaxed elevated seat | Works well for kitchen gatherings casual meals and relaxed weekend brunches,13,193938BLK-S5B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Counter-Height-Dining-Set-B/193938BLK-S5B
193938NAT-S5B,Hamlyn 5-piece Round Wood Counter Height Dining Set Cream and Natural Oak,Dining Room Sets,Counter Height Dining Table,Natural Oak / Cream,"This five-piece counter height dining set creates an elevated gathering spot with a round table and coordinated seating. The clean table silhouette and tall, streamlined base establish a refined focal point, while cushioned armless chairs add soft contrast and everyday comfort. Durable wood construction supports steady daily use across the set. Designed for casual meals and conversation, it brings warm modern character to kitchen dining areas and open living spaces.","43.25""w x 43.25""d x 36.25""h",84.62,coasterfurniture.com listed,Cream fabric upholstery softens the look with supportive seats and backs | Durable wood construction and foam padding support everyday dining comfort | Footrest stretchers help support a comfortable and relaxed elevated seat | Natural oak counter height dining set pairs a round table with cushioned chairs | Natural oak finish keeps the set warm bright and easy to place in kitchens | Works well for kitchen gatherings casual meals and relaxed weekend brunches,13,193938NAT-S5B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Counter-Height-Dining-Set-B/193938BLK-S5B
193938WAL-S5B,Hamlyn 5-piece Round Wood Counter Height Dining Set Cream and Walnut,Dining Room Sets,Counter Height Dining Table,Walnut / Cream,"This five-piece counter height dining set creates an elevated gathering spot with a round table and coordinated seating. The clean table silhouette and tall, streamlined base establish a refined focal point, while cushioned armless chairs add soft contrast and everyday comfort. Durable wood construction supports steady daily use across the set. Designed for casual meals and conversation, it brings warm modern character to kitchen dining areas and open living spaces.","43.25""w x 43.25""d x 36.25""h",84.62,coasterfurniture.com listed,Cream fabric upholstery softens the look with supportive seats and backs | Durable wood construction and foam padding support everyday dining comfort | Footrest stretchers help support a comfortable and relaxed elevated seat | Walnut counter height dining set pairs a round table with cushioned chairs | Walnut finish gives the table and chair frames warm grounded character | Works well for kitchen gatherings casual meals and relaxed weekend brunches,13,193938WAL-S5B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Hamlyn-Counter-Height-Dining-Set-B/193938BLK-S5B
193951BLK-S7F,Decker 7-piece 82-inch Rectangular Dining Set Black,Dining Room Sets,Dining Table,Black,"Seven-piece rectangular dining set brings classic Windsor character to a clean-lined slab-top table for a balanced, grounded dining presence. The broad 82-inch surface and bold panel legs create a modern anchor, while high spindle-back chairs with curved crest rails and shaped seats keep the arrangement airy and timeless. Ash veneer over durable wood construction supports the composed silhouette, making the set well suited to daily meals, weekend hosting, and relaxed gathering in dining rooms and kitchens.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Ash veneer and durable wood construction support everyday dining and hosting | Black dining set pairs an 82-inch table with black Windsor side chairs | Curved crest rails and open spindles keep the chair profile airy and classic | Seven-piece layout blends clean structure with timeless dining room character | Shaped seats and angled legs reinforce the steady Windsor-inspired stance | Thick slab top and bold panel legs give the table a grounded modern presence,14,193951BLK-S7F-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-F/193951WAL-S7F
193951WAL-S7F,Decker 7-piece 82-inch Rectangular Dining Set Walnut,Dining Room Sets,Dining Table,Walnut,"Seven-piece rectangular dining set brings classic Windsor character to a clean-lined slab-top table for a balanced, grounded dining presence. The broad 82-inch surface and bold panel legs create a modern anchor, while high spindle-back chairs with curved crest rails and shaped seats keep the arrangement airy and timeless. Walnut veneer over durable wood construction supports the composed silhouette, making the set well suited to daily meals, weekend hosting, and relaxed gathering in dining rooms and kitchens.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Curved crest rails and open spindles keep the chair profile airy and classic | Seven-piece layout blends clean structure with timeless dining room character | Shaped seats and angled legs reinforce the steady Windsor-inspired stance | Thick slab top and bold panel legs give the table a grounded modern presence | Walnut dining set pairs an 82-inch table with walnut Windsor side chairs | Walnut veneer and durable wood construction support everyday dining and hosting,14,193951WAL-S7F-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-F/193951WAL-S7F
193951NAT-S7C,Decker 7-piece 82-inch Rectangular Dining Set Black and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Black,"Seven-piece rectangular dining set balances a bold slab-top table with streamlined upholstered seating for a clean, grounded dining presence. The broad 82-inch surface and crisp panel legs anchor the room, while black leatherette chairs with cushioned seats and supportive backs keep the arrangement tailored and easy to gather around. Ash veneer over durable wood construction adds warm contrast to the natural oak table, creating a composed setting for daily meals and weekend hosting.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Ash veneer and durable wood construction support everyday dining and hosting | Black leatherette seating adds crisp contrast and a clean tailored dining look | Cushioned seats and supportive backs keep the arrangement comfortable each day | Natural oak dining set pairs an 82-inch table with black upholstered side chairs | Seven-piece layout brings calm structure to open kitchens and dining rooms | Thick slab top and bold panel legs give the table a grounded modern presence,15,193951NAT-S7C-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-C/193951WAL-S7C
193951BLK-S7C,Decker 7-piece 82-inch Rectangular Dining Set Black,Dining Room Sets,Dining Table,Black / Black,"Seven-piece rectangular dining set creates a clean, tailored look with a thick slab-top table and matching upholstered seating arranged in balanced proportion. The broad 82-inch surface and bold panel legs anchor the room, while black leatherette chairs with cushioned seats and supportive backs keep the profile streamlined and easy to gather around. Ash veneer over durable wood construction reinforces the grounded design, making the set well suited to daily meals, weekend hosting, and open dining spaces.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Ash veneer and durable wood construction support everyday dining and hosting | Black dining set pairs an 82-inch table with black upholstered side chairs | Black leatherette seating adds a clean tailored look with matching contrast | Cushioned seats and supportive backs keep the arrangement comfortable each day | Seven-piece layout brings calm structure to open kitchens and dining rooms | Thick slab top and bold panel legs give the table a grounded modern presence,15,193951BLK-S7C-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-C/193951WAL-S7C
193951WAL-S7C,Decker 7-piece 82-inch Rectangular Dining Set Black and Walnut,Dining Room Sets,Dining Table,Walnut / Black,"Seven-piece rectangular dining set balances a bold slab-top table with streamlined upholstered seating for a warm, grounded dining presence. The broad 82-inch surface and crisp panel legs anchor the room, while black leatherette chairs with cushioned seats and supportive backs keep the arrangement tailored and easy to gather around. Walnut veneer over durable wood construction adds rich contrast to the full set, creating a composed setting for daily meals, weekend hosting, and open dining spaces.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Black leatherette seating adds crisp contrast and a clean tailored dining look | Cushioned seats and supportive backs keep the arrangement comfortable each day | Seven-piece layout brings calm structure to open kitchens and dining rooms | Thick slab top and bold panel legs give the table a grounded modern presence | Walnut dining set pairs an 82-inch table with black upholstered side chairs | Walnut veneer and durable wood construction support everyday dining and hosting,15,193951WAL-S7C-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-C/193951WAL-S7C
193951BLK-S7G,Decker 7-piece 82-inch Rectangular Dining Set Black,Dining Room Sets,Dining Table,Black,"Seven-piece rectangular dining set combines a thick slab-top table with classic Windsor-style seating for a grounded, collected dining presence. The broad 82-inch surface and bold panel legs give the table clean architectural weight, while spindle-back chairs with contoured seats and angled legs bring airy structure and familiar character. Ash veneer over durable wood construction supports the full set, making it well suited to daily meals, weekend gatherings, and relaxed dining rooms with a farmhouse edge.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Angled legs with double stretchers reinforce a steady everyday dining stance | Ash veneer and durable wood construction support everyday dining and hosting | Black dining set pairs an 82-inch table with black Windsor side chairs | High spindle backs and contoured seats keep the chair profile airy and classic | Seven-piece layout adds farmhouse character to clean modern dining spaces | Thick slab top and bold panel legs give the table a grounded modern presence,14,193951BLK-S7G-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-G/193951BLK-S7G
193951NAT-S7E,Decker 7-piece 82-inch Rectangular Dining Set Grey and Natural Oak,Dining Room Sets,Dining Table,Natural Oak/ Grey,"Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a calm, tailored dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while grey biscuit-tufted chairs with rounded corners and tapered legs add clean texture without visual heaviness. Ash veneer over durable wood construction brings warmth and support to the arrangement, making it well suited to everyday meals, weekend brunches, and easy entertaining.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Natural oak dining set pairs an 82-inch table with grey biscuit-tufted chairs | Thick slab top and bold panel legs give the table a grounded modern presence | Grey velvet seating adds soft texture and a tailored look around the table | Biscuit-tufted and tapered legs keep the chair profile clean and refined | Ash veneer and durable wood construction support everyday dining and hosting | Seven-piece layout brings calm contrast to dining rooms and open kitchens,15,193951NAT-S7E-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-E/193951BLK-S7E
193951BLK-S7E,Decker 7-piece 82-inch Rectangular Dining Set Grey and Black,Dining Room Sets,Dining Table,Black / Grey,"Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a calm, tailored dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while grey biscuit-tufted chairs with rounded corners and tapered legs add clean texture and balanced contrast. Ash veneer over durable wood construction supports the composed silhouette, making the set well suited to everyday meals, weekend brunches, and easy entertaining in open dining spaces.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Black dining set pairs an 82-inch table with grey biscuit-tufted chairs | Thick slab top and bold panel legs give the table a grounded modern presence | Grey velvet seating adds soft texture and a tailored look around the table | Biscuit-tufted and tapered legs keep the chair profile clean and refined | Ash veneer and durable wood construction support everyday dining and hosting | Seven-piece layout brings calm contrast to dining rooms and open kitchens,15,193951BLK-S7E-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-E/193951BLK-S7E
193951WAL-S7E,Decker 7-piece 82-inch Rectangular Dining Set Grey and Walnut,Dining Room Sets,Dining Table,Walnut/ Grey,"Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a calm, tailored dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while grey biscuit-tufted chairs with rounded corners and tapered legs add clean texture and warm contrast. Walnut veneer over durable wood construction supports the composed silhouette, making the set well suited to everyday meals, weekend brunches, and easy entertaining in open dining spaces.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Walnut dining set pairs an 82-inch table with grey biscuit-tufted chairs | Thick slab top and bold panel legs give the table a grounded modern presence | Grey velvet seating adds soft texture and a tailored look around the table | Biscuit-tufted and tapered legs keep the chair profile clean and refined | Walnut veneer and durable wood construction support everyday dining and hosting | Seven-piece layout brings calm contrast to dining rooms and open kitchens,15,193951WAL-S7E-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-E/193951BLK-S7E
193951NAT-S7B,Decker 7-piece 82-inch Rectangular Dining Set Cream and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Cream,"Seven-piece rectangular dining set brings clean structure and soft seating to everyday dining with a thick slab-top table and tailored upholstered chairs. The broad 82-inch surface and bold panel legs create a grounded anchor, while cream fabric seating, supportive backs, and stretcher-braced bases keep the arrangement calm and welcoming. Ash veneer over durable wood construction gives the set a warm, composed presence suited to family meals, brunches, and easy gathering.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,"Ash veneer and durable wood construction support everyday meals and gatherings | Cream upholstered seats soften the set with a calm, tailored dining profile | Natural oak dining set pairs an 82-inch table with cream upholstered side chairs | Seven-piece layout brings a collected look to dining rooms and open kitchens | Supportive backs and stretcher-braced bases keep the seating steady and composed | Thick slab top and bold panel legs give the table a grounded modern presence",15,193951NAT-S7B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-B/193951BLK-S7B
193951BLK-S7B,Decker 7-piece 82-inch Rectangular Dining Set Cream and Black,Dining Room Sets,Dining Table,Black / Cream,"Seven-piece rectangular dining set brings crisp structure and soft seating to everyday dining with a thick slab-top table and tailored upholstered chairs. The broad 82-inch surface and bold panel legs create a grounded anchor, while cream fabric seating, supportive backs, and stretcher-braced bases keep the arrangement calm and inviting. Ash veneer over durable wood construction gives the set a clean, composed presence suited to family meals, brunches, and relaxed gathering in open dining spaces.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,"Seven-piece layout brings a collected look to dining rooms and open kitchens | Supportive backs and stretcher-braced bases keep the seating steady and composed | Thick slab top and bold panel legs give the table a grounded modern presence | Ash veneer and durable wood construction support everyday meals and gatherings | Black dining set pairs an 82-inch table with cream upholstered side chairs | Cream upholstered seats soften the set with a calm, tailored dining profile",15,193951BLK-S7B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-B/193951BLK-S7B
193951WAL-S7B,Decker 7-piece 82-inch Rectangular Dining Set Cream and Walnut,Dining Room Sets,Dining Table,Walnut / Cream,"Seven-piece rectangular dining set brings warm structure and soft seating to everyday dining with a thick slab-top table and tailored upholstered chairs. The broad 82-inch surface and bold panel legs create a grounded anchor, while cream fabric seating, supportive backs, and stretcher-braced bases keep the arrangement calm and welcoming. Walnut veneer over durable wood construction gives the set a rich, composed presence suited to family meals, brunches, and relaxed gathering in dining rooms and kitchens.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,"Cream upholstered seats soften the set with a calm, tailored dining profile | Seven-piece layout brings a collected look to dining rooms and open kitchens | Supportive backs and stretcher-braced bases keep the seating steady and composed | Thick slab top and bold panel legs give the table a grounded modern presence | Walnut dining set pairs an 82-inch table with cream upholstered side chairs | Walnut veneer and durable wood construction support everyday meals and gatherings",15,193951WAL-S7B-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-B/193951BLK-S7B
193951NAT-S7D,Decker 7-piece 82-inch Rectangular Dining Set Cream and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Cream,"Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a tailored modern dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while cream biscuit-tufted chairs with rounded corners and tapered legs add quiet texture and clean definition. Ash veneer over durable wood construction balances warmth and support, making the set well suited to everyday meals, weekend brunches, and shared conversation.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Natural oak dining set pairs an 82-inch table with cream biscuit-tufted chairs | Thick slab top and bold panel legs give the table a grounded modern presence | Cream velvet seating adds soft texture and a tailored look around the table | Biscuit-tufted and tapered legs keep the chair profile clean and refined | Ash veneer and durable wood construction support everyday dining and hosting | Seven-piece layout brings warm contrast to dining rooms and open kitchens,15,193951NAT-S7D-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-D/193951NAT-S7D
193951BLK-S7D,Decker 7-piece 82-inch Rectangular Dining Set Cream and Black,Dining Room Sets,Dining Table,Black / Cream,"Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a tailored modern dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while cream biscuit-tufted chairs with rounded corners and tapered legs add quiet texture and crisp contrast. Ash veneer over durable wood construction balances clean structure and lasting support, making the set well suited to everyday meals, weekend brunches, and easy entertaining.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Black dining set pairs an 82-inch table with cream biscuit-tufted chairs | Thick slab top and bold panel legs give the table a grounded modern presence | Seven-piece layout brings warm contrast to dining rooms and open kitchens | Cream velvet seating adds soft texture and a tailored look around the table | Biscuit-tufted and tapered legs keep the chair profile clean and refined | Ash veneer and durable wood construction support everyday dining and hosting,15,193951BLK-S7D-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-D/193951NAT-S7D
193951WAL-S7D,Decker 7-piece 82-inch Rectangular Dining Set Cream and Walnut,Dining Room Sets,Dining Table,Walnut/ Cream,"Seven-piece rectangular dining set pairs a thick slab-top table with softly structured velvet seating for a tailored modern dining presence. The broad 82-inch surface and bold panel legs create a grounded centerpiece, while cream biscuit-tufted chairs with rounded corners and tapered legs add quiet texture and warm contrast. Walnut veneer over durable wood construction balances richness and support, making the set well suited to everyday meals, weekend brunches, and easy entertaining.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,Walnut dining set pairs an 82-inch table with cream biscuit-tufted chairs | Thick slab top and bold panel legs give the table a grounded modern presence | Cream velvet seating adds soft texture and a tailored look around the table | Biscuit-tufted and tapered legs keep the chair profile clean and refined | Walnut veneer and durable wood construction support everyday dining and hosting | Seven-piece layout brings warm contrast to dining rooms and open kitchens,15,193951WAL-S7D-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-D/193951NAT-S7D
193951NAT-S7A,Decker 7-piece 82-inch Rectangular Dining Set Wheat and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Wheat,"Seven-piece rectangular dining set creates a calm, grounded place for shared meals with a thick slab-top table and spindle-back seating in quiet balance. The broad 82-inch surface and bold panel legs anchor the room, while curved crest rails, slim spindles, and shaped seats keep the profile open and inviting. Ash veneer over durable wood construction pairs with wheat upholstery for a warm, composed look suited to everyday dining and gatherings.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,"Ash veneer and durable wood construction support everyday dining and hosting | Curved crest rails and slim spindles keep the seating light and visually open | Natural oak dining set pairs an 82-inch table with wheat spindle-back side chairs | Seven-piece layout suits family meals, weekend brunches, and holiday gatherings | Thick slab top and bold panel legs give the table a grounded modern presence | Wheat upholstered seats add soft contrast to the airy Windsor-inspired chair profile",15,193951NAT-S7A-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-A/193951NAT-S7A
193951BLK-S7A,Decker 7-piece 82-inch Rectangular Dining Set Wheat and Black,Dining Room Sets,Dining Table,Black / Wheat,"Seven-piece rectangular dining set creates crisp contrast with a thick slab-top table and spindle-back seating arranged in quiet balance. The broad 82-inch surface and bold panel legs anchor the room with clean structure, while curved crest rails, slim spindles, and shaped seats keep the chairs airy and welcoming. Ash veneer over durable wood construction pairs with wheat upholstery for a composed look that suits daily dining, weekend brunches, and easy gathering in open spaces.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,"Ash veneer and durable wood construction support everyday dining and hosting | Black dining set pairs an 82-inch table with wheat spindle-back side chairs | Curved crest rails and slim spindles keep the seating light and visually open | Seven-piece layout suits family meals, weekend brunches, and holiday gatherings | Thick slab top and bold panel legs give the table a grounded modern presence | Wheat upholstered seats add soft contrast to the airy Windsor-inspired chair profile",15,193951BLK-S7A-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-A/193951NAT-S7A
193951WAL-S7A,Decker 7-piece 82-inch Rectangular Dining Set Wheat and Walnut,Dining Room Sets,Dining Table,Walnut / Wheat,"Seven-piece rectangular dining set creates warm contrast with a thick slab-top table and spindle-back seating arranged in quiet balance. The broad 82-inch surface and bold panel legs anchor the room with clean structure, while curved crest rails, slim spindles, and shaped seats keep the chairs airy and welcoming. Walnut veneer over durable wood construction pairs with wheat upholstery for a composed look that suits daily dining, weekend brunches, and relaxed gathering in open spaces.","82""w x 35.5""d x 30""h",141.34,coasterfurniture.com listed,"Curved crest rails and slim spindles keep the seating light and visually open | Seven-piece layout suits family meals, weekend brunches, and holiday gatherings | Thick slab top and bold panel legs give the table a grounded modern presence | Walnut dining set pairs an 82-inch table with wheat spindle-back side chairs | Walnut veneer and durable wood construction support everyday dining and hosting | Wheat upholstered seats add soft contrast to the airy Windsor-inspired chair profile",15,193951WAL-S7A-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Decker-Dining-Set-A/193951NAT-S7A
193940NAT-S5C,Strouse 5-piece Dining Set Black and Natural Oak,Dining Room Sets,Dining Table,Natural Oak / Black,"Five-piece dining set pairs a sculptural round pedestal-style table with tailored seating that keeps the dining room clean and composed. The circular tabletop rests on an open panel base with architectural spacing, while the side chairs bring cushioned seats, supportive backs, and a streamlined armless profile. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam padding with smooth leatherette upholstery. The round layout supports easy conversation for daily dining, coffee, and casual gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with black leatherette chairs | Natural oak finish adds light wood warmth and contrast across the set | Supportive chair backs and cushioned seats keep everyday dining comfortable | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Black leatherette gives the set a clean tailored look with easy visual polish",15,193940NAT-S5C-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-C/193940WAL-S5C
193940BLK-S5C,Strouse 5-piece Dining Set Black,Dining Room Sets,Dining Table,Black / Black,"Five-piece dining set pairs a sculptural round pedestal-style table with tailored seating that keeps the dining room clean and composed. The circular tabletop rests on an open panel base with architectural spacing, while the side chairs bring cushioned seats, supportive backs, and a streamlined armless profile. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam padding with smooth leatherette upholstery. The round layout supports easy conversation for daily dining, coffee, and casual gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with black leatherette chairs | Black finish creates a bold unified look across the table and chair frames | Supportive chair backs and cushioned seats keep everyday dining comfortable | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Black leatherette gives the set a clean tailored look with easy visual polish",15,193940BLK-S5C-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-C/193940WAL-S5C
193940WAL-S5C,Strouse 5-piece Dining Set Black and Walnut,Dining Room Sets,Dining Table,Walnut / Black,"Five-piece dining set pairs a sculptural round pedestal-style table with tailored seating that keeps the dining room clean and composed. The circular tabletop rests on an open panel base with architectural spacing, while the side chairs bring cushioned seats, supportive backs, and a streamlined armless profile. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs add foam padding with smooth leatherette upholstery. The round layout supports easy conversation for daily dining, coffee, and casual gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with black leatherette chairs | Walnut finish brings rich wood warmth and contrast across the full set | Supportive chair backs and cushioned seats keep everyday dining comfortable | Round tabletop encourages easy conversation during meals and casual gatherings | Walnut veneer, rubberwood, and engineered wood support dependable daily use | Black leatherette gives the set a clean tailored look with easy visual polish",15,193940WAL-S5C-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-C/193940WAL-S5C
193940BLK-S5G,Strouse 5-piece Dining Set Black,Dining Room Sets,Dining Table,,"Five-piece dining set pairs a sculptural round pedestal-style table with Windsor-style seating for a relaxed farmhouse dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add tall spindle backs, gently contoured seats, and angled legs with double stretchers. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs add rubberwood, plywood, and veneer construction. The round layout encourages easy conversation for everyday dining and casual gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with black Windsor chairs | Black finish creates a bold unified look across the table and side chairs | Tall spindle backs and curved seats bring classic farmhouse-inspired character | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Double stretchers reinforce the chairs with a grounded and steady profile",14,193940BLK-S5G-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-G/193940BLK-S5G
193940BLK-S5F,Strouse 5-piece Dining Set Black,Dining Room Sets,Dining Table,Black,"Five-piece dining set pairs a sculptural round pedestal-style table with classic Windsor seating for a balanced dining room look. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add curved crest rails, slender spindles, and shaped wood seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring rubberwood and plywood construction with stretcher-braced support. The round layout encourages easy conversation for daily dining and casual gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with black Windsor chairs | Black finish creates a bold unified look across the table and side chairs | Curved crest rails and spindle backs bring airy classic detail to the set | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Shaped wood seats and stretcher bases keep the dining profile clean and steady",14,193940BLK-S5F-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-F/193940BLK-S5F
193940WAL-S5F,Strouse 5-piece Dining Set Walnut,Dining Room Sets,Dining Table,Walnut,"Five-piece dining set pairs a sculptural round pedestal-style table with classic Windsor seating for a balanced dining room look. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add curved crest rails, slender spindles, and shaped wood seats. Walnut veneer surfaces pair with rubberwood and engineered wood, and the chairs bring rubberwood and plywood construction with stretcher-braced support. The round layout encourages easy conversation for daily dining and casual gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Round tabletop encourages easy conversation during meals and casual gatherings | Walnut veneer, rubberwood, and engineered wood support dependable daily use | Shaped wood seats and stretcher bases keep the dining profile clean and steady | Five-piece dining set pairs a round pedestal-style table with walnut Windsor chairs | Walnut finish adds rich wood warmth and depth across the full set | Curved crest rails and spindle backs bring airy classic detail to the set",14,193940WAL-S5F-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-F/193940BLK-S5F
193940NAT-S5E,Strouse 5-piece Dining Set Grey and Natural Oak,Dining Room Sets,Dining Table,Natural Oak/ Grey,"Five-piece dining set balances a sculptural round pedestal-style table with biscuit-tufted seating for a clean modern dining presence. The circular tabletop rests on an open panel base that brings architectural depth, while the side chairs add squared backs, softly rounded corners, and cushioned upholstered seats. Ash veneer surfaces pair with rubberwood and engineered wood, and the chairs bring foam padding with velvet upholstery. The round design encourages easy conversation for everyday meals and relaxed gatherings.","47.25""w x 47.25""d x 30""h",76.82,coasterfurniture.com listed,"Five-piece dining set pairs a round pedestal-style table with grey velvet chairs | Natural oak finish adds light wood warmth to the sculptural dining profile | Biscuit-tufted chair backs bring tailored texture and a refined modern look | Round tabletop encourages easy conversation during meals and casual gatherings | Ash veneer, rubberwood, and engineered wood support dependable daily use | Grey velvet seating gives the set soft texture and a calm tailored presence",15,193940NAT-S5E-1.jpg,https://www.coasterfurniture.com/furniture/category/Dining-Room-Sets/Strouse-Dining-Set-E/193940BLK-S5E
