productcode,productname,productdescription,productweight,photourl,hideproduct
224961KE-S5,Marmore 5-piece Eastern King Bedroom Set White,"<p>Coordinated panels, mirrored accents, and embossed herringbone patterning bring this bedroom set together in a polished modern Italian statement. The upholstered bed introduces boucle texture and touch LED lighting at the headboard, while the case pieces add organized storage and reflective detail through acrylic legs, chrome hardware, and framed surfaces. Cord management in the nightstand and LED lighting in the mirror extend the set’s everyday function.</p><p><b>Dimensions:</b> 79.25""w x 85.75""d x 64""h</p><ul><li>Five-piece eastern king bedroom set features a coordinated modern Italian design</li><li>Nightstand includes cord management access for bedside convenience</li><li>Dresser and chest expand organized bedroom storage capacity</li><li>Upholstered LED headboard adds boucle texture and ambient bedroom light</li><li>Herringbone panels and mirror accents create layered visual dimension</li><li>Acrylic legs and chrome hardware complete the polished white finish</li></ul>",152.18,/v/vspfiles/photos/coaster bedroom/224961KE-S5-1.jpg,N
224961Q-S4,Marmore 4-piece Queen Bedroom Set White,"<p>Coordinated panels, mirrored accents, and embossed herringbone patterning bring this bedroom set together in a polished modern Italian statement. The upholstered bed introduces boucle texture and touch LED lighting at the headboard, while the case pieces add organized storage and reflective detail through acrylic legs, chrome hardware, and framed surfaces. Cord management in the nightstand and LED lighting in the mirror extend the set’s everyday function.</p><p><b>Dimensions:</b> 63.5""w x 85.75""d x 64""h</p><ul><li>Four-piece queen bedroom set features a coordinated modern Italian design</li><li>Nightstand includes cord management access for bedside convenience</li><li>Dresser offers organized drawer storage and a mirror with touch LED light</li><li>Upholstered LED headboard adds boucle texture and ambient bedroom light</li><li>Herringbone panels and mirror accents create layered visual dimension</li><li>Acrylic legs and chrome hardware complete the polished white finish</li></ul>",130.76,/v/vspfiles/photos/coaster bedroom/224961Q-S4-1.jpg,N
224961Q-S5,Marmore 5-piece Queen Bedroom Set White,"<p>Coordinated panels, mirrored accents, and embossed herringbone patterning bring this bedroom set together in a polished modern Italian statement. The upholstered bed introduces boucle texture and touch LED lighting at the headboard, while the case pieces add organized storage and reflective detail through acrylic legs, chrome hardware, and framed surfaces. Cord management in the nightstand and LED lighting in the mirror extend the set’s everyday function.</p><p><b>Dimensions:</b> 63.5""w x 85.75""d x 64""h</p><ul><li>Five-piece queen bedroom set features a coordinated modern Italian design</li><li>Nightstand includes cord management access for bedside convenience</li><li>Dresser and chest expand organized bedroom storage capacity</li><li>Upholstered LED headboard adds boucle texture and ambient bedroom light</li><li>Herringbone panels and mirror accents create layered visual dimension</li><li>Acrylic legs and chrome hardware complete the polished white finish</li></ul>",130.76,/v/vspfiles/photos/coaster bedroom/224961Q-S5-1.jpg,N
223161KE-S4B,Lorient 4-piece Eastern King Bedroom Set Black,"<p>This bedroom set transforms everyday rest into a radiant retreat, blending plush textures with ambient light. Upholstered in a black velvet, each piece is trimmed in LED lighting for a soft glow. The dresser features a built-in flame visualizer with a clear tempered glass top and wireless remote. Paired with a tufted LED wingback bed, solid rubberwood legs nightstand with dual USB ports, and a light-framed mirror, the collection balances comfort with luminous elegance.</p><p><b>Dimensions:</b> 95.5""w x 92.5""d x 63.25""h</p><ul><li>Bedroom set fully wrapped in a black velvet for rich contrast and soft texture</li><li>Crystal knobs, solid rubberwood legs, dovetail joinery, and LED mirror lighting complete the look</li><li>Dresser includes flame visualizer (no heat) with LED trim and wireless remote control</li><li>Nightstand includes dual USB charging with USB-A and USB-C for bedside convenience</li><li>Tempered glass tops on dresser and nightstand add polish and durable surface finish</li><li>Wingback bed features tufted headboard with LED crown accent and sculpted profile</li></ul>",252.48,/v/vspfiles/photos/coaster bedroom/223161KE-S4B-1.jpg,N
223161KE-S5B,Lorient 5-piece Eastern King Bedroom Set Black,"<p>This bedroom set transforms everyday rest into a radiant retreat, blending plush textures with ambient light. Upholstered in a black velvet, each piece is trimmed in LED lighting for a soft glow. The dresser features a built-in flame visualizer with a clear tempered glass top and wireless remote. Paired with a tufted LED wingback bed, solid rubberwood legs nightstand with dual USB ports, and a light-framed mirror, the collection balances comfort with luminous elegance.</p><p><b>Dimensions:</b> 95.5""w x 92.5""d x 63.25""h</p><ul><li>Crystal knobs, solid rubberwood legs, dovetail joinery, and LED mirror lighting complete the look</li><li>Dresser includes flame visualizer (no heat) with LED trim and wireless remote control</li><li>Nightstand includes dual USB charging with USB-A and USB-C for bedside convenience</li><li>Tempered glass tops on dresser and nightstand add polish and durable surface finish</li><li>Wingback bed features tufted headboard with LED crown accent and sculpted profile</li><li>Bedroom set fully wrapped in a black velvet for rich contrast and soft texture</li></ul>",252.48,/v/vspfiles/photos/coaster bedroom/223161KE-S5B-1.jpg,N
223161KW-S5B,Lorient 5-piece California King Bedroom Set Black,"<p>This bedroom set transforms everyday rest into a radiant retreat, blending plush textures with ambient light. Upholstered in a black velvet, each piece is trimmed in LED lighting for a soft glow. The dresser features a built-in flame visualizer with a clear tempered glass top and wireless remote. Paired with a tufted LED wingback bed, solid rubberwood legs nightstand with dual USB ports, and a light-framed mirror, the collection balances comfort with luminous elegance.</p><p><b>Dimensions:</b> 91.5""w x 96""d x 63.25""h</p><ul><li>Bedroom set fully wrapped in a black velvet for rich contrast and soft texture</li><li>Wingback bed features tufted headboard with LED crown accent and sculpted profile</li><li>Dresser includes flame visualizer (no heat) with LED trim and wireless remote control</li><li>Tempered glass tops on dresser and nightstand add polish and durable surface finish</li><li>Nightstand includes dual USB charging with USB-A and USB-C for bedside convenience</li><li>Crystal knobs, solid rubberwood legs, dovetail joinery, and LED mirror lighting complete the look</li></ul>",246.96,/v/vspfiles/photos/coaster bedroom/223161KW-S5B-1.jpg,N
223161KW-S4B,Lorient 4-piece California King Bedroom Set Black,"<p>This bedroom set transforms everyday rest into a radiant retreat, blending plush textures with ambient light. Upholstered in a black velvet, each piece is trimmed in LED lighting for a soft glow. The dresser features a built-in flame visualizer with a clear tempered glass top and wireless remote. Paired with a tufted LED wingback bed, solid rubberwood legs nightstand with dual USB ports, and a light-framed mirror, the collection balances comfort with luminous elegance.</p><p><b>Dimensions:</b> 91.5""w x 96""d x 63.25""h</p><ul><li>Bedroom set fully wrapped in a black velvet for rich contrast and soft texture</li><li>Wingback bed features tufted headboard with LED crown accent and sculpted profile</li><li>Dresser includes flame visualizer (no heat) with LED trim and wireless remote control</li><li>Tempered glass tops on dresser and nightstand add polish and durable surface finish</li><li>Nightstand includes dual USB charging with USB-A and USB-C for bedside convenience</li><li>Crystal knobs, solid rubberwood legs, dovetail joinery, and LED mirror lighting complete the look</li></ul>",246.96,/v/vspfiles/photos/coaster bedroom/223161KW-S4B-1.jpg,N
223161KW-S4,Lorient 4-piece California King Bedroom Set Black,"<p>Unite form and function in this bedroom set, where sculpted glamour meets modern refinement. Each piece is wrapped in a black velvet with quilted textures, crystal knobs, and reflective acrylic accents. The dresser features a clear tempered glass top and LED case lighting without the fireplace insert. Combined with the LED wingback bed, USB nightstand, and shaped frame mirror, the set delivers soft sophistication with everyday practicality.</p><p><b>Dimensions:</b> 91.5""w x 96""d x 63.25""h</p><ul><li>Bedroom set upholstered in a black velvet with quilted fronts and soft sheen</li><li>LED-lit wingback bed with tufted crown and sculpted sides creates a dramatic focal point</li><li>Dresser features eight drawers, LED trim, and a clear tempered glass top surface</li><li>Nightstand includes dual USB ports with USB-A and USB-C for smart device charging</li><li>Shaped frame mirror with built-in LED light for bright, flattering view</li><li>Solid rubberwood legs, crystal knobs, dovetail drawers, and metal extension glides enhance durability</li></ul>",246.96,/v/vspfiles/photos/coaster bedroom/223161KW-S4-1.jpg,N
223161KE-S4,Lorient 4-piece Eastern King Bedroom Set Black,"<p>Unite form and function in this bedroom set, where sculpted glamour meets modern refinement. Each piece is wrapped in a black velvet with quilted textures, crystal knobs, and reflective acrylic accents. The dresser features a clear tempered glass top and LED case lighting without the fireplace insert. Combined with the LED wingback bed, USB nightstand, and shaped frame mirror, the set delivers soft sophistication with everyday practicality.</p><p><b>Dimensions:</b> 95.5""w x 92.5""d x 63.25""h</p><ul><li>Bedroom set upholstered in a black velvet with quilted fronts and soft sheen</li><li>LED-lit wingback bed with tufted crown and sculpted sides creates a dramatic focal point</li><li>Dresser features eight drawers, LED trim, and a clear tempered glass top surface</li><li>Nightstand includes dual USB ports with USB-A and USB-C for smart device charging</li><li>Shaped frame mirror with built-in LED light for bright, flattering view</li><li>Solid rubberwood legs, crystal knobs, dovetail drawers, and metal extension glides enhance durability</li></ul>",252.48,/v/vspfiles/photos/coaster bedroom/223161KE-S4-1.jpg,N
223161KE-S5,Lorient 5-piece Eastern King Bedroom Set Black,"<p>Unite form and function in this bedroom set, where sculpted glamour meets modern refinement. Each piece is wrapped in a black velvet with quilted textures, crystal knobs, and reflective acrylic accents. The dresser features a clear tempered glass top and LED case lighting without the fireplace insert. Combined with the LED wingback bed, USB nightstand, and shaped frame mirror, the set delivers soft sophistication with everyday practicality.</p><p><b>Dimensions:</b> 95.5""w x 92.5""d x 63.25""h</p><ul><li>Bedroom set upholstered in a black velvet with quilted fronts and soft sheen</li><li>LED-lit wingback bed with tufted crown and sculpted sides creates a dramatic focal point</li><li>Dresser features eight drawers, LED trim, and a clear tempered glass top surface</li><li>Nightstand includes dual USB ports with USB-A and USB-C for smart device charging</li><li>Shaped frame mirror with built-in LED light for bright, flattering view</li><li>Solid rubberwood legs, crystal knobs, dovetail drawers, and metal extension glides enhance durability</li></ul>",252.48,/v/vspfiles/photos/coaster bedroom/223161KE-S5-1.jpg,N
223161Q-S4B,Lorient 4-piece Queen Bedroom Set Black,"<p>This bedroom set transforms everyday rest into a radiant retreat, blending plush textures with ambient light. Upholstered in a black velvet, each piece is trimmed in LED lighting for a soft glow. The dresser features a built-in flame visualizer with a clear tempered glass top and wireless remote. Paired with a tufted LED wingback bed, solid rubberwood legs nightstand with dual USB ports, and a light-framed mirror, the collection balances comfort with luminous elegance.</p><p><b>Dimensions:</b> 80.25""w x 92.5""d x 63.25""h</p><ul><li>Bedroom set fully wrapped in a black velvet for rich contrast and soft texture</li><li>Crystal knobs, solid rubberwood legs, dovetail joinery, and LED mirror lighting complete the look</li><li>Dresser includes flame visualizer (no heat) with LED trim and wireless remote control</li><li>Nightstand includes dual USB charging with USB-A and USB-C for bedside convenience</li><li>Tempered glass tops on dresser and nightstand add polish and durable surface finish</li><li>Wingback bed features tufted headboard with LED crown accent and sculpted profile</li></ul>",213.88,/v/vspfiles/photos/coaster bedroom/223161Q-S4B-1.jpg,N
223161Q-S5B,Lorient 5-piece Queen Bedroom Set Black,"<p>This bedroom set transforms everyday rest into a radiant retreat, blending plush textures with ambient light. Upholstered in a black velvet, each piece is trimmed in LED lighting for a soft glow. The dresser features a built-in flame visualizer with a clear tempered glass top and wireless remote. Paired with a tufted LED wingback bed, solid rubberwood legs nightstand with dual USB ports, and a light-framed mirror, the collection balances comfort with luminous elegance.</p><p><b>Dimensions:</b> 80.25""w x 92.5""d x 63.25""h</p><ul><li>Bedroom set fully wrapped in a black velvet for rich contrast and soft texture</li><li>Crystal knobs, solid rubberwood legs, dovetail joinery, and LED mirror lighting complete the look</li><li>Dresser includes flame visualizer (no heat) with LED trim and wireless remote control</li><li>Nightstand includes dual USB charging with USB-A and USB-C for bedside convenience</li><li>Tempered glass tops on dresser and nightstand add polish and durable surface finish</li><li>Wingback bed features tufted headboard with LED crown accent and sculpted profile</li></ul>",213.88,/v/vspfiles/photos/coaster bedroom/223161Q-S5B-1.jpg,N
223161KW-S5,Lorient 5-piece California King Bedroom Set Black,"<p>Unite form and function in this bedroom set, where sculpted glamour meets modern refinement. Each piece is wrapped in a black velvet with quilted textures, crystal knobs, and reflective acrylic accents. The dresser features a clear tempered glass top and LED case lighting without the fireplace insert. Combined with the LED wingback bed, USB nightstand, and shaped frame mirror, the set delivers soft sophistication with everyday practicality.</p><p><b>Dimensions:</b> 91.5""w x 96""d x 63.25""h</p><ul><li>Bedroom set upholstered in a black velvet with quilted fronts and soft sheen</li><li>LED-lit wingback bed with tufted crown and sculpted sides creates a dramatic focal point</li><li>Dresser features eight drawers, LED trim, and a clear tempered glass top surface</li><li>Nightstand includes dual USB ports with USB-A and USB-C for smart device charging</li><li>Shaped frame mirror with built-in LED light for bright, flattering view</li><li>Solid rubberwood legs, crystal knobs, dovetail drawers, and metal extension glides enhance durability</li></ul>",246.96,/v/vspfiles/photos/coaster bedroom/223161KW-S5-1.jpg,N
223161Q-S5,Lorient 5-piece Queen Bedroom Set Black,"<p>Unite form and function in this bedroom set, where sculpted glamour meets modern refinement. Each piece is wrapped in a black velvet with quilted textures, crystal knobs, and reflective acrylic accents. The dresser features a clear tempered glass top and LED case lighting without the fireplace insert. Combined with the LED wingback bed, USB nightstand, and shaped frame mirror, the set delivers soft sophistication with everyday practicality.</p><p><b>Dimensions:</b> 80.25""w x 92.5""d x 63.25""h</p><ul><li>Bedroom set upholstered in a black velvet with quilted fronts and soft sheen</li><li>LED-lit wingback bed with tufted crown and sculpted sides creates a dramatic focal point</li><li>Dresser features eight drawers, LED trim, and a clear tempered glass top surface</li><li>Nightstand includes dual USB ports with USB-A and USB-C for smart device charging</li><li>Shaped frame Mirror with built-in LED light for bright, flattering view</li><li>Solid rubberwood legs, crystal knobs, dovetail drawers, and metal extension glides enhance durability</li></ul>",213.88,/v/vspfiles/photos/coaster bedroom/223161Q-S5-1.jpg,N
223161Q-S4,Lorient 4-piece Queen Bedroom Set Black,"<p>Unite form and function in this bedroom set, where sculpted glamour meets modern refinement. Each piece is wrapped in a black velvet with quilted textures, crystal knobs, and reflective acrylic accents. The dresser features a clear tempered glass top and LED case lighting without the fireplace insert. Combined with the LED wingback bed, USB nightstand, and shaped frame mirror, the set delivers soft sophistication with everyday practicality.</p><p><b>Dimensions:</b> 80.25""w x 92.5""d x 63.25""h</p><ul><li>Bedroom set upholstered in a black velvet with quilted fronts and soft sheen</li><li>LED-lit wingback bed with tufted crown and sculpted sides creates a dramatic focal point</li><li>Dresser features eight drawers, LED trim, and a clear tempered glass top surface</li><li>Nightstand includes dual USB ports with USB-A and USB-C for smart device charging</li><li>Shaped frame mirror with built-in LED light for bright, flattering view</li><li>Solid rubberwood legs, crystal knobs, dovetail drawers, and metal extension glides enhance durability</li></ul>",213.88,/v/vspfiles/photos/coaster bedroom/223161Q-S4-1.jpg,N
203500KE-S4L,Felicity 4-piece Eastern King Bedroom Set White High Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 79.5""w x 86.5""d x 48.5""h</p><ul><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li><li>Chrome-finished metal handles and feet add a refined modern touch</li><li>Storage drawers glide smoothly on durable metal extension hardware</li></ul>",103.64,/v/vspfiles/photos/coaster bedroom/203500KE-S4L-1.jpg,N
203500KE-S5L,Felicity 5-piece Eastern King Bedroom Set White High Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 79.5""w x 86.5""d x 48.5""h</p><ul><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>Chrome-finished metal handles and feet add a refined modern touch</li><li>Storage drawers glide smoothly on durable metal extension hardware</li></ul>",103.64,/v/vspfiles/photos/coaster bedroom/203500KE-S5L-1.jpg,N
203500KW-S4L,Felicity 4-piece California King Bedroom Set White Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 75.5""w x 91.5""d x 48.5""h</p><ul><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>Chrome-finished metal handles and feet add a refined modern touch</li><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li><li>Storage drawers glide smoothly on durable metal extension hardware</li></ul>",106.28,/v/vspfiles/photos/coaster bedroom/203500KW-S4L-1.jpg,N
203500KW-S5L,Felicity 5-piece California King Bedroom Set White Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 75.5""w x 91.5""d x 48.5""h</p><ul><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>Chrome-finished metal handles and feet add a refined modern touch</li><li>Storage drawers glide smoothly on durable metal extension hardware</li></ul>",106.28,/v/vspfiles/photos/coaster bedroom/203500KW-S5L-1.jpg,N
203500F-S4L,Felicity 4-piece Full Bedroom Set White High Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 57.75""w x 81""d x 48.5""h</p><ul><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>Chrome-finished metal handles and feet add a refined modern touch</li><li>Storage drawers glide smoothly on durable metal extension hardware</li></ul>",83.79,/v/vspfiles/photos/coaster bedroom/203500F-S4L-1.jpg,N
203500F-S5L,Felicity 5-piece Full Bedroom Set White High Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 57.75""w x 81""d x 48.5""h</p><ul><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>Chrome-finished metal handles and feet add a refined modern touch</li><li>Storage drawers glide smoothly on durable metal extension hardware</li></ul>",83.79,/v/vspfiles/photos/coaster bedroom/203500F-S5L-1.jpg,N
203500T-S4L,Felicity 4-piece Twin Bedroom Set White High Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 42.25""w x 81""d x 48.5""h</p><ul><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Chrome-finished metal handles and feet add a refined modern touch</li><li>Storage drawers glide smoothly on durable metal extension hardware</li><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li></ul>",70.56,/v/vspfiles/photos/coaster bedroom/203500T-S4L-1.jpg,N
203500T-S5L,Felicity 5-piece Twin Bedroom Set White High Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 42.25""w x 81""d x 48.5""h</p><ul><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Chrome-finished metal handles and feet add a refined modern touch</li><li>Storage drawers glide smoothly on durable metal extension hardware</li><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li></ul>",70.56,/v/vspfiles/photos/coaster bedroom/203500T-S5L-1.jpg,N
203500KE-S4,Felicity 4-piece Eastern King Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 79.5""w x 86.5""d x 48.5""h</p><ul><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Designed for long-lasting performance with bold, contemporary appeal</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li></ul>",103.64,/v/vspfiles/photos/coaster bedroom/203500KE-S4-1.jpg,N
203500KE-S5,Felicity 5-piece Eastern King Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 79.5""w x 86.5""d x 48.5""h</p><ul><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Designed for long-lasting performance with bold, contemporary appeal</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li></ul>",103.64,/v/vspfiles/photos/coaster bedroom/203500KE-S5-1.jpg,N
203500KW-S4,Felicity 4-piece California King Bedroom Set White Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 75.5""w x 91.5""d x 48.5""h</p><ul><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Designed for long-lasting performance with bold, contemporary appeal</li></ul>",106.28,/v/vspfiles/photos/coaster bedroom/203500KW-S4-1.jpg,N
203500KW-S5,Felicity 5-piece California King Bedroom Set White Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 75.5""w x 91.5""d x 48.5""h</p><ul><li>Designed for long-lasting performance with bold, contemporary appeal</li><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Storage drawers include smooth metal extension glides for easy operation</li></ul>",106.28,/v/vspfiles/photos/coaster bedroom/203500KW-S5-1.jpg,N
203500KE-S6,Felicity 6-piece Eastern King Bedroom Set White High Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 79.5""w x 86.5""d x 48.5""h</p><ul><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Designed for long-lasting performance with bold, contemporary appeal</li></ul>",103.64,/v/vspfiles/photos/coaster bedroom/203500KE-S6-1.jpg,N
203500KW-S6,Felicity 6-piece California King Bedroom Set White Gloss,"<p>Modern design meets ambient lighting in this contemporary bedroom set. The bed features a white high gloss headboard with built-in blue LED lighting, activated by a convenient touch switch. A faux leather upholstered bed frame adds a refined touch, while matching storage elements offer smooth metal glides and chrome-finished details. With clean lines and integrated lighting, this set adds both functionality and visual impact to any modern bedroom.</p><p><b>Dimensions:</b> 75.5""w x 91.5""d x 48.5""h</p><ul><li>Bed frame upholstered in smooth, soft, and durable white faux leather</li><li>White high gloss headboard features built-in blue LED light with touch switch</li><li>Chrome-finished metal handles and feet deliver a sleek, modern accent</li><li>Bedroom set with a modern panel bed and integrated LED headboard lighting</li><li>Storage drawers include smooth metal extension glides for easy operation</li><li>Designed for long-lasting performance with bold, contemporary appeal</li></ul>",106.28,/v/vspfiles/photos/coaster bedroom/203500KW-S6-1.jpg,N
203500Q-S4L,Felicity 4-piece Queen Bedroom Set White High Gloss,"<p>Sleek lines and integrated lighting define this contemporary bedroom set. The bed showcases a white high gloss headboard with built-in blue LED lighting, activated by a touch switch, and a faux leather upholstered frame for added refinement. Paired with a coordinating dresser mirror featuring perimeter LED lights and a touch sensor, the set balances utility with clean, modern design. Chrome hardware and smooth-glide drawers complete the polished look.</p><p><b>Dimensions:</b> 63.5""w x 86.5""d x 48.5""h</p><ul><li>Bed frame upholstered in soft, durable, and smooth white faux leather</li><li>Chrome-finished metal handles and feet add a refined modern touch</li><li>LED dresser mirror features perimeter lighting with touch sensor activation</li><li>Headboard includes touch-activated blue LED lighting in a high gloss frame</li><li>Bedroom set featuring an LED panel bed and LED dresser mirror combination</li><li>Storage drawers glide smoothly on durable metal extension hardware</li></ul>",91.07,/v/vspfiles/photos/coaster bedroom/203500Q-S4L-1.jpg,N
